,headlines,text,source,link
9815,1st 50-wagon train carrying 25-lakh-litre water reaches Chennai,"The first train carrying 25-lakh-litre water from Jolarpettai railway station in Vellore district has reached Chennai on Friday. The train has been decorated with flowers and has a poster reading 'Drinking water for Chennai'. As many as 50 wagons have been brought from Rajasthan to be attached to the train and carry 50,000 litre of water each.",ANI,https://twitter.com/ANI/status/1149573125731782656?utm_campaign=fullarticle&utm_medium=referral&utm_source=inshorts
9816,Kalyani Rafael gets $100 mn order for Barak-8 missile kits for Army,"Kalyani Rafael Advanced Systems (KRAS) has bagged a $100 million order from Israel's Rafael Advanced Defense Systems for the supply of 1,000 Barak-8 MRSAM missile kits to the Indian Army and Air Force. KRAS is a joint venture between Baba Kalyani-led Bharat Forge and Rafael. The missile kits will be supplied to state-run Bharat Dynamics for further integration.",Reuters,https://in.reuters.com/article/bharat-forge-orders/bharat-forge-jv-gets-100-million-order-from-israeli-defence-firm-idINKCN1U60OM?utm_campaign=fullarticle&utm_medium=referral&utm_source=inshorts
9817,One of our worst performances overall: Aus captain Aaron Finch,"Speaking after his side's loss to hosts England in the World Cup 2019 second semi-final, Australia captain Aaron Finch termed the loss as 'one of our worst performances overall for the tournament'. ""Really proud of where we have come from and the gains that a lot of players have made over the last 12 months in particular,"" Finch said.",Times Now,https://www.timesnownews.com/sports/cricket/article/icc-world-cup-2019-we-were-totally-outplayed-by-england-says-aaron-finch-after-australias-1st-semi-final-defeat-in-wc-history-england-vs-australia-wc/452554?utm_campaign=fullarticle&utm_medium=referral&utm_source=inshorts
9819,India-made top-end iPhones may come to stores from next month,"Apple's top-end iPhones including XR and XS models, assembled in India by Foxconn's local unit, are likely to come to Indian stores next month, Reuters reported. Apple is yet to secure some approvals, Reuters cited a source as saying. This could reportedly lead to Apple reducing the prices of the models as it'll save on high taxes levied on imports.",Reuters,https://www.reuters.com/article/us-apple-india/apples-india-made-top-end-iphones-to-hit-stores-next-month-source-idUSKCN1U62AZ?utm_campaign=fullarticle&utm_medium=referral&utm_source=inshorts
9820,PM Modi meets BJP's women MPs over breakfast,"Prime Minister Narendra Modi met women MPs of the BJP over breakfast at his residence on Friday. According to reports, BJP MPs have been divided into seven groups and PM Modi has already met party parliamentarians belonging to OBC, SC and ST categories. Pralhad Joshi and Amit Shah are the only Union Ministers present at these meetings, an MP said.",Hindustan Times,https://www.hindustantimes.com/india-news/pm-modi-meets-bjp-s-women-mps-over-breakfast/story-3AYsIelBrFbfUeT3tThmgO.html?utm_campaign=fullarticle&utm_medium=referral&utm_source=inshorts
9821,BJP and its leaders hardly care about Constitution: Azad,"Amid the ongoing political crisis in Karnataka, Congress leader Ghulam Nabi Azad criticised the BJP saying that the party and its leaders ""hardly care"" about the Constitution. He added, ""It looks as if the BJP government has come to power just to finish democracy and Opposition."" This comes after the resignations of over 10 Congress-JD(S) coalition MLAs in Karnataka.",ANI,https://www.aninews.in/news/national/politics/bjp-and-its-leaders-hardly-care-about-constitution-ghulam-nabi-azad20190712054908/?utm_campaign=fullarticle&utm_medium=referral&utm_source=inshorts
9822,Cong-JD(S) going strong despite efforts to destabilise: K'taka CM,"Amid the ongoing political crises in Karnataka, CM HD Kumaraswamy on Thursday said that the Congress-JD(S) coalition in the state is going strong despite efforts being made to destabilise it. His comment came ahead of the commencement of the Monsoon session of the Legislative Assembly. Kumaraswamy further added, ""We're confident and prepared for smooth and fruitful conduct of legislative sessions.""",ANI,https://www.aninews.in/news/national/politics/cong-jds-alliance-going-strong-despite-efforts-to-destabilise-kumaraswamy20190712010957/?utm_campaign=fullarticle&utm_medium=referral&utm_source=inshorts
9823,No plans to form e-commerce regulatory authority: Piyush Goyal,"Commerce and Industry Minister Piyush Goyal has said the government is not considering any proposal to create an e-commerce regulatory authority to monitor and regulate e-commerce business in India. Measures to check malpractices by e-commerce firms including predatory prices and deep discounts are laid down in the Competition Act 2002, he said. He added it also checks anti-competitive agreements.",Inc42,https://inc42.com/buzz/piyush-goyal-says-govt-has-no-plans-of-ecommerce-regulatory-authority/?utm_campaign=fullarticle&utm_medium=referral&utm_source=inshorts
9824,153 booked for drinking in public places in Delhi,"Around 153 people were booked on Thursday for violating the Delhi Excise Act by drinking in public places in Outer North Delhi area, police said. ""Group patrolling teams were constituted and tasked to nab such violators from vehicles, near markets,"" the police added. On July 6, around 474 people were arrested in Noida and Greater Noida for a similar offence.",ANI,https://www.aninews.in/news/national/general-news/delhi-153-booked-for-drinking-in-public-places20190712121544/?utm_campaign=fullarticle&utm_medium=referral&utm_source=inshorts
9825,"9,500 buses to ply on Delhi roads by May 2020: Sisodia","Delhi Deputy CM Manish Sisodia said that by May 2020, Delhi will have as many as 9,500 buses plying on the roads. He added that 4,000 buses will be added in the current fleet of 5,500 buses in Delhi. Sisodia further said, ""The first batch of the buses will start coming in July 2019 and it'll continue till May 2020.""",ANI,https://www.aninews.in/news/national/politics/9500-buses-to-ply-on-delhi-roads-by-may-2020-sisodia20190712025940/?utm_campaign=fullarticle&utm_medium=referral&utm_source=inshorts
9826,Rohit Sharma reacts to India's exit from 2019 World Cup,"Following Team India's exit from 2019 World Cup, opener Rohit Sharma said that they failed to deliver as a team when it mattered. ""30 minutes of poor cricket... and that snatched away our chance for the cup. My heart is heavy as I'm sure yours is too,"" he tweeted. He further thanked the fans for their ""incredible"" support.",Twitter,https://twitter.com/ImRo45/status/1149370770541465602?utm_campaign=fullarticle&utm_medium=referral&utm_source=inshorts
9828,"I puked while auditioning, filmmaker thought it was brilliant: Ranveer","Ranveer Singh revealed he once puked during an audition after his debut film 'Band Baaja Baaraat' released. ""The scene was that a character...a teetotaller happens to drink one night, and starts dancing. I performed and danced my heart out. Such was the intensity that I puked at the end,"" he said. ""The filmmaker thought it was sheer brilliance,"" Ranveer added.",Hindustan Times,https://www.hindustantimes.com/bollywood/ranveer-singh-reveals-what-kept-him-going-during-harsh-lessons-disappointments-humiliation-rejection-of-struggling-days/story-0p5p9iLTwe7EFedfS4wWkN.html?utm_campaign=fullarticle&utm_medium=referral&utm_source=inshorts
9831,"Dhoni has a lot of cricket left in him, youngsters need him: Edulji","Committee of Administrators (CoA) member Diana Edulji has said that she still feels that MS Dhoni has a lot of cricket left in him. ""The youngsters in the team still need his mentorship,"" she added. ""I completely appreciate the way he played in the whole tournament. That (retirement) is his personal decision,"" she further said.",CricTracker,https://www.crictracker.com/diana-edulji-feels-ms-dhoni-has-a-lot-of-cricket-left-in-him-and-youngsters-will-benefit-from-his-presence/?utm_campaign=fullarticle&utm_medium=referral&utm_source=inshorts
9832,"Smith gets run-out after ball goes between his legs, video viral","A video of England wicketkeeper Jos Buttler producing a nutmeg run-out to dismiss Australia batsman Steve Smith in 2019 World Cup semi-final has gone viral. Buttler caught Smith short of crease after nailing a direct hit which went between Smith's legs at non-striker's end when the latter chanced a leg-bye. ""That is an astonishing bit of fielding,"" a user tweeted.",Hotstar,https://www.hotstar.com/sports/cricket/icc-cricket-world-cup-england-and-wales-2019/australia-vs-england-m190785/match-clips/buttlers-super-throw-runs-out-smith/2002005761?utm_campaign=fullarticle&utm_medium=referral&utm_source=inshorts
9833,Halep becomes first Romanian woman to reach Wimbledon final,"Simona Halep became the first Romanian woman to reach Wimbledon final after defeating Ukraine's Elina Svitolina 6-1, 6-3 on Thursday. The world number seven, who took 73 minutes to win the semi-final, will face Serena Williams, who is chasing her 24th Grand Slam, in the final. ""I'm desperate to win Wimbledon more than to stop her,"" said Halep.",WTA,https://www.wtatennis.com/node/244356?utm_campaign=fullarticle&utm_medium=referral&utm_source=inshorts
9834,"Serena reaches her 11th Wimbledon final, to face Simona Halep","Seven-time champion Serena Williams defeated world number 54 Barbora Strycova in straight sets on Thursday to reach the Wimbledon final for the 11th time. Serena dropped just three games in the semi-final and fired 27 winners and four aces to win the match with a scoreline of 6-1, 6-2. The 37-year-old will face world number seven Halep in the final.",WTA,https://www.wtatennis.com/news/serena-soars-wimbledon-final-faces-halep-historic-slam-record?utm_campaign=fullarticle&utm_medium=referral&utm_source=inshorts
9835,Twitter suffers an hour-long worldwide outage,"Twitter suffered an hour-long global outage on Friday and displayed a message saying, ""Something is technically wrong. Thanks for noticing - we're going to fix it up and have things back to normal soon."" DownDetector showed that Twitter began having issues since 12:20 AM IST. Twitter returned at about 1:15 AM IST but took few minutes to regain full functionality.",TechCrunch,https://techcrunch.com/2019/07/11/twitter-is-down/?utm_campaign=fullarticle&utm_medium=referral&utm_source=inshorts
9836,Can't work at lightning speed: K'taka Speaker on meeting rebel MLAs,"After receiving the resignations again from rebel Congress-JD(S) MLAs, Karnataka Assembly Speaker KR Ramesh Kumar on Thursday said, ""I am not acting in haste because I have to convince myself first. I cannot work at a lightning speed."" He added that the resignation letters are now in correct format and he would decide overnight ""whether these were genuine and voluntary"".",Free Press Journal,https://www.freepressjournal.in/india/will-have-to-examine-if-resignations-are-genuine-karnataka-speaker?utm_campaign=fullarticle&utm_medium=referral&utm_source=inshorts
9838,Sued ex-Tesla employee admits to storing Autopilot source code,"Former Tesla employee Guangzhi Cao has admitted that he stored the source code of the electric carmaker's Autopilot on his iCloud but refuted allegations of trade theft, as per court documents. Cao, who joined Tesla-rival Xiaopeng Motors in November 2018, argued he made ""extensive efforts to delete and/or remove any such Tesla files"". Tesla had sued Cao in March.",Engadget,https://www.engadget.com/2019/07/11/tesla-lawsuit-autopilot-ip/?utm_campaign=fullarticle&utm_medium=referral&utm_source=inshorts
9839,Raj Police to re-open cow smuggling case against Pehlu Khan's sons,"An Alwar court has permitted the Rajasthan Police to reinvestigate the case of cattle smuggling against the sons of Pehlu Khan, a 55-year-old dairy farmer who was killed by a group of gau rakshaks in 2017. This comes after the police sought the court's permission to re-open a chargesheet that named the victim's sons as accused in the case.",ANI,https://www.aninews.in/news/national/general-news/rajasthan-court-allows-police-to-reinvestigate-cow-smuggling-case-against-pehlu-khans-sons20190712023604/?utm_campaign=fullarticle&utm_medium=referral&utm_source=inshorts
9840,Over-qualification is disqualification for govt job: Madras HC,"The Madras High Court on Thursday ruled that if overqualified applicants are employed for Group-4 services and basic services, the quality of public administration would be brought down. Stating that over-qualification is also disqualification for a job, it dismissed two petitions of engineering graduates who were rejected for posts of metro train operator and revenue department assistant.",Hindustan Times,https://www.hindustantimes.com/india-news/overqualification-is-disqualification-for-job-madras-hc/story-udFVkwkrwRTN6uctOXiBBO.html?utm_campaign=fullarticle&utm_medium=referral&utm_source=inshorts
9841,Air Canada passengers hit plane's ceiling due to turbulence; 37 injured,"An Australia-bound Air Canada flight on Thursday suffered intense turbulence, which led unbuckled passengers to hit the plane's ceiling and therefore, forcing the plane to land in Hawaii. Around 37 people on the flight were injured. A passenger said, ""The plane just dropped...I woke up and...the next thing I knew there's just literally bodies on the ceiling of the plane.""",Livemint,https://www.livemint.com/news/world/-the-plane-just-dropped-37-injured-by-violent-turbulence-on-air-canada-flight-1562899862645.html?utm_campaign=fullarticle&utm_medium=referral&utm_source=inshorts
9842,India's new e-commerce rules regressive: Walmart told US govt,"Walmart, which acquired Flipkart for $16 billion, told the US government in January that India's new FDI rules for e-commerce were regressive. The rules, implemented from February 1, barred companies from selling products via firms in which they have an equity interest. Walmart argued that the policy discriminated against foreign firms and not just in favour of small local players.",Reuters,https://in.reuters.com/article/walmart-india/exclusive-walmart-told-u-s-government-indias-e-commerce-rules-regressive-warned-of-trade-impact-idINKCN1U61ZW?utm_campaign=fullarticle&utm_medium=referral&utm_source=inshorts
9843,Dhoni is an absolute legend: Akhtar after India's semi loss,"Former Pakistan pacer Shoaib Akhtar praised MS Dhoni's performance at 2019 World Cup semi-final saying, ""Dhoni...you are an absolute legend... You have proved you're a great batsman and a great brand ambassador for the team."" Akhtar, who also praised Jadeja, added Dhoni should have dived to avoid getting run-out. India crashed out after losing to New Zealand by 18 runs.",Times Now,https://www.timesnownews.com/sports/cricket/article/ms-dhoni-is-an-absolute-legend-great-ambassador-of-team-says-shoaib-akhtar-after-india-bow-out-of-icc-world-cup/452342?utm_campaign=fullarticle&utm_medium=referral&utm_source=inshorts
9845,"WhatsApp may let users edit sent, received photos within app","WhatsApp is testing a new feature to let users edit images that have already been sent or received by them, WABetaInfo revealed. The editing tools will reportedly be the same as the ones available before an image is sent. The new 'Edit' button will be introduced next to 'Share' and 'Favourite' buttons, as per screenshots shared by WABetaInfo.",Livemint,https://www.livemint.com/technology/tech-news/whatsapp-new-feature-to-let-you-edit-photos-you-have-received-sent-1562844594576.html?utm_campaign=fullarticle&utm_medium=referral&utm_source=inshorts
9846,Decision on new Cong Prez should be taken at earliest: Scindia,"Congress leader Jyotiraditya Scindia has said that a lot of time has ""elapsed"" and the decision on a new Congress President should be taken ""at the earliest"". He added that the party needs to ""reinvent"" itself and must win faith, love and blessings of the country. On July 3, Congress leader Rahul Gandhi officially resigned as the party President.",India.com,https://www.india.com/news/india/lot-of-time-elapsed-decision-on-new-congress-chief-should-be-taken-at-earliest-scindia-3714865/?utm_campaign=fullarticle&utm_medium=referral&utm_source=inshorts
9848,20 students hospitalised after consuming mid-day meal in Andhra,"At least 20 students of Ramakrishna Mission School were hospitalised on Thursday allegedly after they consumed mid-day meal in Andhra Pradesh's Guntur. They were rushed to a hospital when they complained of vomiting and unconsciousness soon after consuming the food. According to the doctors, all the students are stable and no inquiry has been initiated in the case so far.",India.com,https://www.india.com/news/india/andhra-pradesh-20-children-hospitalised-after-consuming-mid-day-meal-3714984/?utm_campaign=fullarticle&utm_medium=referral&utm_source=inshorts
9849,2 girl students dead as hostel wall collapses in Arunachal,Two girl students were killed and at least one was injured after the boundary wall of a government school hostel collapsed in Arunachal Pradesh's Tawang on Thursday. The wall reportedly collapsed due to a landslide following incessant rainfall in the region. As many as 19 girl students were sleeping in the hostel when the incident took place.,The New Indian Express,http://www.newindianexpress.com/nation/2019/jul/11/assam-flood-situation-grim-two-schoolgirls-die-in-wall-collapse-in-arunachal-2002583.html?utm_campaign=fullarticle&utm_medium=referral&utm_source=inshorts
9851,World Cup to get first-time winners as Eng beat Aus to reach final,"Three-time runners-up England defeated five-time champions Australia by 8 wickets in the second 2019 World Cup semi-final to reach World Cup final for the fourth time and the first time since the 1992 edition. In the final, England will face New Zealand, who also haven't won the World Cup so far. The final will take place at Lord's on Sunday.",Cricket World Cup,https://www.cricketworldcup.com/match/8238?utm_campaign=fullarticle&utm_medium=referral&utm_source=inshorts
9856,I will give my best till my last breath: Ravindra Jadeja to fans,"Following India's 18-run defeat against New Zealand in 2019 World Cup semi-final on Wednesday, all-rounder Ravindra Jadeja tweeted, ""Sports has taught me to keep on rising after every fall & never to give up."" ""Can't thank enough each & every fan who has been my source of inspiration...Keep inspiring & I'll give my best till my last breath,"" he added.",Twitter,https://twitter.com/imjadeja/status/1149199700979015680?utm_campaign=fullarticle&utm_medium=referral&utm_source=inshorts
9857,Australia lose a semi-final for the first time in World Cup history,"The eight-wicket defeat against England today was the first instance of Australia losing a World Cup semi-final. Australia had won six of their previous seven semi-finals and their 1999 semi-final against South Africa had ended in a tie. Australia were dismissed for 223 by England, only the second time they lost all their 10 wickets in a World Cup semi-final.",Cricket World Cup,https://www.cricketworldcup.com/match/8238?utm_campaign=fullarticle&utm_medium=referral&utm_source=inshorts
9858,Virat Kohli backs IPL-style playoffs for World Cup,"Following India's exit from the 2019 World Cup, Team India captain Virat Kohli backed IPL-style playoffs for World Cup. ""If topping the table means anything. I think these things can come into consideration, looking at the magnitude of this tournament,"" he added. India crashed out of 2019 World Cup after losing to New Zealand in the semi-finals.",Cricket Country,https://www.cricketcountry.com/news/virat-kohli-backs-ipl-style-playoffs-for-world-cup-knockouts-867994?utm_campaign=fullarticle&utm_medium=referral&utm_source=inshorts
9860,24-yr-old man drowns in lake during TikTok video shoot in Hyderabad,"A 24-year-old man drowned in a lake located on the outskirts of Hyderabad while he was taking a bath along with his cousin, police said. The man drowned after he moved deep into the lake when his cousin was recording a video of them bathing, for TikTok app, police added. The victim did not know how to swim.",The Quint,https://www.thequint.com/news/hot-news/one-drowns-in-hyderabad-posing-for-tiktok?utm_campaign=fullarticle&utm_medium=referral&utm_source=inshorts
9861,Fast-track Maldives' re-admission as member: India to Commonwealth,"External Affairs Minister S Jaishankar has called to fast-track the process of re-admitting the Maldives as a member of the Commonwealth. The Maldives had quit the Commonwealth in 2016, accusing it of interfering in its domestic affairs. Ex-Maldives President Abdulla Yameen had taken the step after the Commonwealth asked to address the deteriorating human rights issue in the country.",The New Indian Express,http://www.newindianexpress.com/world/2019/jul/11/india-urges-commonwealth-to-fast-track-maldives-re-admission-2002492.html?utm_campaign=fullarticle&utm_medium=referral&utm_source=inshorts
9862,US and UK will regret seizing our tanker: Iran,"The US and UK will ""regret"" seizing an Iranian oil tanker, a deputy commander of Iran's Islamic Revolutionary Guard Corps said. The tanker was seized off Gibraltar, with the British Royal Marines claiming it was carrying oil to Syria in breach of sanctions. ""An action that doesn't need ability but stupidity has been carried out by them,"" the official added.",Reuters,https://uk.reuters.com/article/uk-mideast-iran-britain-guards/britain-and-us-will-regret-detaining-irans-oil-tanker-revolutionary-guards-deputy-commander-idUKKCN1U614V?utm_campaign=fullarticle&utm_medium=referral&utm_source=inshorts
9863,N Korea revises constitution to make Kim Jong-un head of state,"North Korea has revised its constitution to declare Kim Jong-un as the official head of the state. The revised constitution states that the Chairman of the State Affairs Commission (SAC) serves as its supreme leader that ""represents the country"". Previously, the President of the Presidium of the Supreme People's Assembly represented the country as the constitutional head of the state.",ANI,https://www.aninews.in/news/world/asia/north-korea-amends-constitution-to-make-kim-official-head-of-state20190711135138/?utm_campaign=fullarticle&utm_medium=referral&utm_source=inshorts
9864,IndiGo's $20 billion CFM deal led to Co-Founders' dispute: Reports,"The $20-billion agreement IndiGo recently signed with aircraft engine maker CFM may have triggered the dispute between Co-Founders Rakesh Gangwal and Rahul Bhatia, as per reports. The decision was reportedly not supported by Gangwal, who has been managing the technical aspects of IndiGo since its inception. The airline previously relied on engines from United Technologies' Pratt and Whitney.",Livemint,https://www.livemint.com/companies/news/indigo-crisis-20-billion-cfm-deal-may-be-the-trigger-for-row-1562785048673.html?utm_campaign=fullarticle&utm_medium=referral&utm_source=inshorts
9865,Rupee hits 11-month high of 68.45 against US dollar,"The Indian rupee, along with other Asian currencies, strengthened against the US dollar on Thursday after Federal Reserve Chairman Jerome Powell signalled that the US central bank could soon cut interest rates. The rupee gained 12 paise to end at 68.45, an 11-month high. The rupee has risen 1.9% against the dollar so far this year.",Livemint,https://www.livemint.com/market/stock-market-news/rupee-opens-strengthens-marginally-against-us-dollar-1562816155234.html?utm_campaign=fullarticle&utm_medium=referral&utm_source=inshorts
9866,Mayhem with new ball: Boult on WC semi-final win vs India,"After New Zealand defended their 240-run target to win 2019 World Cup's first semifinal against India on Wednesday, pacer Trent Boult said, ""It was mayhem out there with the new ball."" ""It was a dream start for us,"" said Boult, whose team reduced India to 24/4 in first ten overs. ""Our best balls are good enough for anyone,"" he added.",Hindustan Times,https://www.hindustantimes.com/cricket/india-vs-new-zealand-semi-finals-icc-world-cup-dhoni-jadeja-absorbed-pressure-nicely-anything-could-have-happened-boult/story-0vyCqZ179Atcu1otSl576K.html?utm_campaign=fullarticle&utm_medium=referral&utm_source=inshorts
9868,Playing vs Federer always unique: Nadal ahead of Wimbledon semi,"Ahead of their Wimbledon semi-final, world number two Rafael Nadal said that playing against Roger Federer is ""always a unique situation"" and he's ""excited"" to play him at Wimbledon after 11 years. The duo will meet for the 40th time on Friday, which will also be their fourth Wimbledon encounter. Notably, Nadal won French Open semi-final against Federer last month.",Hindustan Times,https://www.hindustantimes.com/tennis/wimbledon-2019-nadal-keen-for-federer-duel-regrets-no-us-open-clash/story-wA409Rxuw8Vw8n7TZnOXvK.html?utm_campaign=fullarticle&utm_medium=referral&utm_source=inshorts
9869,"McAfee may go public again, get $1 bn at $5-bn valuation: Report","Cybersecurity software firm McAfee is planning to return to the public market, The Wall Street Journal reported, adding that an IPO could raise at least $1 billion at an over $5-billion valuation. This comes weeks after McAfee CEO said going public again could widen the firm's options. McAfee responded to the report saying it ""does not comment on rumours"".",Reuters,https://in.reuters.com/article/us-mcafee-ipo/mcafee-plans-return-to-public-markets-wsj-idINKCN1U52DS?utm_campaign=fullarticle&utm_medium=referral&utm_source=inshorts
9870,"Cong media coordinator quits, says 'No sign of new party president'","Congress' national media coordinator Rachit Seth on Thursday resigned from his post, saying there was no meaning in holding any political position after Rahul Gandhi's resignation. ""45 days have gone and...there is no sign of the new Congress President,"" he said. Seth further said that there was no point in blaming the BJP if the fault lay within the party.",Hindustan Times,https://www.hindustantimes.com/india-news/no-sign-of-new-congress-president-party-s-media-coordinator-quits/story-Vzms54Unsv40HsHPWX84pK.html?utm_campaign=fullarticle&utm_medium=referral&utm_source=inshorts
9871,"TMC MP plays football in Lok Sabha, appeals PM to promote it","TMC MP Prasun Banerjee on Thursday began playing football in the Parliament premises in a bid to promote the game. The retired international footballer said he will appeal to Prime Minister Narendra Modi to promote the game nationally as well as internationally. ""I hope India will play football in the World Cup...We will try to achieve it,"" Banerjee said.",Livemint,https://www.livemint.com/politics/news/watch-tmc-mp-plays-football-in-parliament-appeals-pm-modi-to-promote-the-game-1562849449142.html?utm_campaign=fullarticle&utm_medium=referral&utm_source=inshorts
9873,India is fully committed to Kartarpur corridor: Govt,"External Affairs Ministry Spokesperson Raveesh Kumar on Thursday said that India is fully committed to the Kartarpur Sahib corridor project and wants the work to be completed expeditiously. This comes amid reports that India is lagging behind in the construction of the corridor. The passenger terminal and the four-lane highway will be completed by September and October 2019, Kumar said.",The Financial Express,https://www.financialexpress.com/india-news/india-fully-committed-to-kartarpur-sahib-corridor-wants-work-to-be-completed-expeditiously-mea/1641071/?utm_campaign=fullarticle&utm_medium=referral&utm_source=inshorts
9874,Missing US scientist found murdered in Nazi bunker in Greece,"The body of Suzanne Eaton, an American scientist who went missing over a week ago, has been found in a bunker used by the Nazis during WWII on the Greek island of Crete, authorities said. Eaton was attending a conference in Crete and is believed to have disappeared during a run. A post-mortem examination found that she was asphyxiated.",Daily Mail,https://www.dailymail.co.uk/news/article-7228369/Prominent-molecular-biologist-missing-Greece-dead-cave-going-morning-run.html?utm_campaign=fullarticle&utm_medium=referral&utm_source=inshorts
9877,Vodafone CEO takes $1.6 million bonus cut after shares fall,"Vodafone Group CEO Nick Read and CFO Margherita Della Valle have voluntarily requested a 20% reduction in their three-year share awards after company's shares fell 30% in 12 months. The company said Read will give up stock worth $1.6 million, reducing his share bonus to about $6.4 million. This follows a shareholder advisory group objecting to Vodafone's latest remuneration plan.",The Guardian,https://www.theguardian.com/business/2019/jul/10/vodafone-chiefs-cut-bonuses-in-bid-to-stem-investor-revolt?utm_campaign=fullarticle&utm_medium=referral&utm_source=inshorts
9878,Please don't think about retirement: Lata Mangeshkar to MS Dhoni,"Legendary singer Lata Mangeshkar took to Twitter to request former India captain MS Dhoni to not think about retirement as India needs him. ""I am hearing a lot these days that you want to retire. Please don't think like this. The thought of retirement shouldn't come to your mind,"" she wrote. Dhoni scored 273 runs in the 2019 World Cup.",CricTracker,https://www.crictracker.com/lata-mangeshkar-requests-ms-dhoni-to-not-retire-yet-the-game-needs-his-experience/?utm_campaign=fullarticle&utm_medium=referral&utm_source=inshorts
9880,"Starc registers most wickets in a World Cup, breaks McGrath's record","After taking his first wicket in the 2019 World Cup semi-final against England on Thursday, Australia fast bowler Mitchell Starc set the record for taking most wickets in a World Cup edition. The 29-year-old took his tally to 27 wickets in the current edition, overtaking Glenn McGrath, who had taken 26 wickets in the 2007 World Cup.",Cricket World Cup,https://www.cricketworldcup.com/match/8238?utm_campaign=fullarticle&utm_medium=referral&utm_source=inshorts
9881,10 rebel Congress MLAs from Goa join BJP,"Ten rebel Congress MLAs from Goa who resigned on Wednesday met BJP's Working President JP Nadda in Delhi on Thursday and formally joined the BJP. Goa Chief Minister Pramod Sawant accompanied the MLAs to the meeting in Delhi. After their merger with the BJP, the party's strength in the Goa Assembly has increased to 27.",ANI,https://twitter.com/ANI/status/1149281575965724674?utm_campaign=fullarticle&utm_medium=referral&utm_source=inshorts
9882,Smith 1st batsman to hit 4 straight 50+ scores in WC knockout matches,"Australia batsman Steve Smith has become the first-ever batsman to slam four consecutive 50-plus scores in World Cup knockouts. The 30-year-old, who scored 65, 105 and 56* in 2015 World Cup quarter-final, semi-final and final respectively, slammed 119-ball 85 against England in 2019 World Cup semi-final. He equalled Sachin Tendulkar's record for most 50-plus scores (4) in World Cup knockouts.",Cricket World Cup,https://www.cricketworldcup.com/match/8238?utm_campaign=fullarticle&utm_medium=referral&utm_source=inshorts
9883,Fan dies of heart attack in Kolkata after Dhoni gets run-out,"A cycle shop owner, 33-year-old Srikanta Maity, died of heart attack in his shop in Kolkata after MS Dhoni got run-out in World Cup semi-final on Wednesday. Maity was watching the match on his phone. ""We saw him lying unconscious...We took him to Khanakul hospital, where he was declared dead on arrival,"" a sweet shop owner in the area said.",CricTracker,https://www.crictracker.com/icc-world-cup-2019-indian-fan-dies-after-ms-dhonis-dismissal-in-the-semi-final/?utm_campaign=fullarticle&utm_medium=referral&utm_source=inshorts
9884,BSF constable loses hand in smugglers' bomb attack at B'desh border,"Anisur Rehman, a BSF constable lost his right hand and suffered serious injuries in a country-made bomb attack by Bangladeshi cattle smugglers along the India-Bangladesh border in West Bengal. Rehman fired a round from his pump action gun in self-defence before he fell unconscious. One Bangladeshi smuggler sustained injuries but managed to flee away to Bangladesh, as per intelligence report.",ANI,https://www.aninews.in/news/national/general-news/indo-bangladesh-border-bsf-constable-injured-in-bombing-incident20190711163351/?utm_campaign=fullarticle&utm_medium=referral&utm_source=inshorts
9885,Dalit husband's family gets security after BJP MLA's daughter's video,"Bareilly Police on Thursday provided security to the family of a Dalit man whose wife, BJP MLA Rajesh Kumar Mishra's daughter, claimed a threat to their lives over their inter-caste marriage, in a viral video. The MLA's daughter, Sakshi Kumar Mishra, moved Allahabad High Court seeking security. The couple got married at a Prayagraj temple on July 4.",ThePrint,https://theprint.in/india/dalit-husbands-family-gets-security-after-bjp-mlas-daughter-claims-threat-in-viral-video/261621/?utm_campaign=fullarticle&utm_medium=referral&utm_source=inshorts
9886,"Bihar CM denies Guru Purnima holiday, asks lawmakers to work extra","Bihar Chief Minister Nitish Kumar rejected a demand by lawmakers for a state holiday on the occasion of 'Guru Purnima' on July 16. ""I think we should work two additional hours on Guru Purnima as a mark of respect for our gurus,"" Kumar told the lawmakers. ""Who will take classes if teachers do not come to class?"" he further questioned.",Hindustan Times,https://www.hindustantimes.com/patna/it-s-an-occasion-to-work-more-bihar-cm-nitish-kumar-rejects-demand-to-declare-guru-purnima-as-state-holiday/story-e8K7a32mVflE6Tzo3JkqpI.html?utm_campaign=fullarticle&utm_medium=referral&utm_source=inshorts
9890,"HDFC Bank MD says Mallya not a friend, explains why he refused loan","HDFC Bank MD Aditya Puri said Vijay Mallya was not his friend, adding that friendship and banking are not correlated. Puri said, ""Somebody in Mallya's office will tell you, every time the call came from me, Mallya used to abuse."" He added that when Mallya's officials came to him for a loan, he gave them coffee and sent them back.",Livemint,https://www.livemint.com/industry/banking/when-hdfc-bank-refused-loan-to-vijay-mallya-1562817740179.html?utm_campaign=fullarticle&utm_medium=referral&utm_source=inshorts
9891,Apple opens 1st China app design and development accelerator,Apple has opened the first app design and development accelerator for China in Shanghai to help local developers create better apps. Apple said over 2.5 million developers from Greater China have earned over $29 billion since App Store's China launch in 2010. The accelerator is similar to the one that the technology giant had opened in Bengaluru two years ago.,TechCrunch,https://techcrunch.com/2019/07/10/apple-china-accelerator/?utm_campaign=fullarticle&utm_medium=referral&utm_source=inshorts
